Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-17 11:00:00-05:00,13651.5,13657.25,13543.0,13599.0,84406,0.0,0.0
2021-02-17 12:00:00-05:00,13599.25,13648.5,13591.5,13635.0,41724,0.0,0.0
2021-02-17 13:00:00-05:00,13634.25,13671.25,13629.0,13653.75,34208,0.0,0.0
2021-02-17 14:00:00-05:00,13654.5,13689.5,13638.75,13658.75,38563,0.0,0.0
2021-02-17 15:00:00-05:00,13659.25,13710.5,13657.25,13699.5,45211,0.0,0.0
2021-02-17 16:00:00-05:00,13699.5,13700.25,13689.5,13699.25,7800,0.0,0.0
2021-02-17 18:00:00-05:00,13699.5,13709.5,13682.0,13703.0,0,0.0,0.0
2021-02-17 19:00:00-05:00,13703.75,13723.25,13701.25,13715.0,7729,0.0,0.0
2021-02-17 20:00:00-05:00,13714.75,13717.5,13660.0,13677.0,6093,0.0,0.0
2021-02-17 21:00:00-05:00,13677.5,13698.5,13662.75,13697.0,9071,0.0,0.0
2021-02-17 22:00:00-05:00,13697.0,13699.25,13644.25,13658.25,6816,0.0,0.0
2021-02-17 23:00:00-05:00,13658.5,13660.0,13611.75,13629.75,10912,0.0,0.0
2021-02-18 00:00:00-05:00,13627.25,13645.75,13622.25,13629.0,5220,0.0,0.0
2021-02-18 01:00:00-05:00,13628.5,13649.75,13626.25,13633.25,3491,0.0,0.0
2021-02-18 02:00:00-05:00,13632.25,13633.0,13613.25,13623.25,4368,0.0,0.0
2021-02-18 03:00:00-05:00,13624.0,13654.25,13606.25,13653.5,8482,0.0,0.0
2021-02-18 04:00:00-05:00,13653.75,13654.5,13616.5,13627.0,5684,0.0,0.0
2021-02-18 05:00:00-05:00,13627.0,13635.25,13600.0,13605.0,7235,0.0,0.0
2021-02-18 06:00:00-05:00,13604.75,13606.75,13570.5,13599.75,8932,0.0,0.0
2021-02-18 07:00:00-05:00,13599.75,13615.0,13592.25,13601.5,7801,0.0,0.0
2021-02-18 08:00:00-05:00,13601.25,13603.5,13552.25,13561.5,16637,0.0,0.0
2021-02-18 09:00:00-05:00,13561.25,13583.5,13522.5,13567.0,84005,0.0,0.0
2021-02-18 10:00:00-05:00,13567.5,13570.0,13468.0,13525.5,105882,0.0,0.0
2021-02-18 11:00:00-05:00,13517.75,13571.75,13515.25,13532.5,64099,0.0,0.0
2021-02-18 12:00:00-05:00,13532.5,13568.5,13496.25,13557.0,45013,0.0,0.0
2021-02-18 13:00:00-05:00,13556.75,13614.0,13538.25,13600.25,46016,0.0,0.0
2021-02-18 14:00:00-05:00,13600.5,13648.0,13598.75,13643.0,40064,0.0,0.0
2021-02-18 15:00:00-05:00,13643.25,13669.5,13627.75,13638.0,59180,0.0,0.0
2021-02-18 16:00:00-05:00,13637.75,13649.75,13631.75,13640.0,8135,0.0,0.0
2021-02-18 18:00:00-05:00,13638.25,13656.25,13606.25,13616.5,0,0.0,0.0
2021-02-18 19:00:00-05:00,13615.25,13623.75,13607.75,13622.75,5011,0.0,0.0
2021-02-18 20:00:00-05:00,13622.75,13642.25,13556.25,13585.5,11598,0.0,0.0
2021-02-18 21:00:00-05:00,13585.75,13587.5,13550.0,13554.5,6791,0.0,0.0
2021-02-18 22:00:00-05:00,13554.0,13576.0,13550.0,13569.0,3249,0.0,0.0
2021-02-18 23:00:00-05:00,13568.5,13586.5,13562.0,13579.75,2588,0.0,0.0
2021-02-19 00:00:00-05:00,13578.75,13619.5,13578.75,13616.75,4232,0.0,0.0
2021-02-19 01:00:00-05:00,13616.25,13633.0,13608.5,13629.75,3916,0.0,0.0
2021-02-19 02:00:00-05:00,13629.0,13635.5,13611.0,13627.25,4741,0.0,0.0
2021-02-19 03:00:00-05:00,13627.0,13658.0,13619.5,13651.5,9299,0.0,0.0
2021-02-19 04:00:00-05:00,13651.5,13690.0,13641.0,13672.75,9707,0.0,0.0
2021-02-19 05:00:00-05:00,13673.0,13692.5,13655.0,13690.5,8111,0.0,0.0
2021-02-19 06:00:00-05:00,13691.5,13694.75,13671.75,13676.75,5598,0.0,0.0
2021-02-19 07:00:00-05:00,13676.25,13714.75,13676.25,13706.25,8125,0.0,0.0
2021-02-19 08:00:00-05:00,13706.75,13729.0,13706.0,13726.25,11037,0.0,0.0
2021-02-19 09:00:00-05:00,13726.0,13726.5,13641.0,13671.0,71379,0.0,0.0
2021-02-19 10:00:00-05:00,13672.0,13682.0,13629.5,13676.5,67793,0.0,0.0
2021-02-19 11:00:00-05:00,13676.75,13699.75,13663.0,13664.0,47945,0.0,0.0
2021-02-19 12:00:00-05:00,13664.25,13671.0,13555.0,13582.75,73583,0.0,0.0
2021-02-19 13:00:00-05:00,13583.25,13596.25,13534.75,13590.0,50708,0.0,0.0
2021-02-19 14:00:00-05:00,13590.5,13605.0,13552.5,13590.25,42928,0.0,0.0
2021-02-19 15:00:00-05:00,13590.0,13610.5,13561.25,13578.5,57163,0.0,0.0
2021-02-19 16:00:00-05:00,13578.0,13584.75,13563.0,13573.0,13167,0.0,0.0
2021-02-21 18:00:00-05:00,13585.0,13619.25,13548.0,13592.0,8459,0.0,0.0
2021-02-21 19:00:00-05:00,13592.25,13614.0,13586.0,13605.25,5513,0.0,0.0
2021-02-21 20:00:00-05:00,13605.5,13628.5,13575.75,13583.75,9446,0.0,0.0
2021-02-21 21:00:00-05:00,13583.25,13597.5,13528.0,13544.25,11607,0.0,0.0
2021-02-21 22:00:00-05:00,13544.25,13559.5,13531.0,13551.75,6095,0.0,0.0
2021-02-21 23:00:00-05:00,13551.5,13565.75,13537.0,13544.0,3683,0.0,0.0
2021-02-22 00:00:00-05:00,13541.0,13546.75,13521.5,13523.25,5818,0.0,0.0
2021-02-22 01:00:00-05:00,13523.75,13537.5,13505.5,13531.0,5391,0.0,0.0
2021-02-22 02:00:00-05:00,13530.25,13535.0,13410.25,13433.5,20330,0.0,0.0
2021-02-22 03:00:00-05:00,13433.25,13437.75,13364.5,13381.75,19186,0.0,0.0
2021-02-22 04:00:00-05:00,13381.25,13422.0,13365.25,13417.0,15013,0.0,0.0
2021-02-22 05:00:00-05:00,13416.25,13434.25,13407.0,13409.0,6396,0.0,0.0
2021-02-22 06:00:00-05:00,13409.0,13419.0,13369.0,13396.0,12064,0.0,0.0
2021-02-22 07:00:00-05:00,13397.0,13412.75,13365.0,13391.25,12155,0.0,0.0
2021-02-22 08:00:00-05:00,13392.0,13426.75,13370.5,13414.0,15398,0.0,0.0
2021-02-22 09:00:00-05:00,13414.25,13439.0,13358.5,13428.5,75216,0.0,0.0
2021-02-22 10:00:00-05:00,13428.0,13446.0,13289.0,13300.5,106569,0.0,0.0
2021-02-22 11:00:00-05:00,13300.0,13353.5,13282.0,13322.25,70046,0.0,0.0
2021-02-22 12:00:00-05:00,13322.75,13341.5,13280.75,13337.75,49024,0.0,0.0
2021-02-22 13:00:00-05:00,13337.5,13385.75,13320.5,13367.75,34633,0.0,0.0
2021-02-22 14:00:00-05:00,13368.25,13373.75,13322.0,13331.25,32650,0.0,0.0
2021-02-22 15:00:00-05:00,13330.75,13332.25,13218.5,13226.75,93301,0.0,0.0
2021-02-22 16:00:00-05:00,13227.0,13243.5,13215.25,13221.0,15489,0.0,0.0
2021-02-22 18:00:00-05:00,13227.0,13256.0,13221.75,13228.5,0,0.0,0.0
2021-02-22 19:00:00-05:00,13228.25,13233.0,13194.5,13208.25,8693,0.0,0.0
2021-02-22 20:00:00-05:00,13207.5,13285.25,13205.75,13279.75,15520,0.0,0.0
2021-02-22 21:00:00-05:00,13280.0,13307.0,13269.0,13302.0,6783,0.0,0.0
2021-02-22 22:00:00-05:00,13301.5,13305.0,13271.25,13297.75,5566,0.0,0.0
2021-02-22 23:00:00-05:00,13297.25,13328.5,13293.0,13327.25,4121,0.0,0.0
2021-02-23 00:00:00-05:00,13327.75,13334.5,13306.25,13309.0,5059,0.0,0.0
2021-02-23 01:00:00-05:00,13309.75,13314.25,13283.0,13298.75,5321,0.0,0.0
2021-02-23 02:00:00-05:00,13300.0,13314.25,13287.75,13312.25,5520,0.0,0.0
2021-02-23 03:00:00-05:00,13312.75,13312.75,13207.5,13213.25,17396,0.0,0.0
2021-02-23 04:00:00-05:00,13212.75,13212.75,13080.0,13095.5,30083,0.0,0.0
2021-02-23 05:00:00-05:00,13095.5,13102.0,12950.5,12981.75,37156,0.0,0.0
2021-02-23 06:00:00-05:00,12982.0,13037.0,12954.5,13022.0,19383,0.0,0.0
2021-02-23 07:00:00-05:00,13022.5,13049.25,13011.0,13030.0,14336,0.0,0.0
2021-02-23 08:00:00-05:00,13030.75,13030.75,12969.75,13020.0,23257,0.0,0.0
2021-02-23 09:00:00-05:00,13020.5,13023.25,12757.25,12885.25,143924,0.0,0.0
2021-02-23 10:00:00-05:00,12885.0,13099.75,12862.5,13075.0,138077,0.0,0.0
2021-02-23 11:00:00-05:00,13074.75,13114.75,12968.25,12976.0,79090,0.0,0.0
2021-02-23 12:00:00-05:00,12975.0,13015.5,12886.0,12900.5,81122,0.0,0.0
2021-02-23 13:00:00-05:00,12901.25,13062.75,12885.0,13046.0,52406,0.0,0.0
2021-02-23 14:00:00-05:00,13045.0,13128.75,13032.25,13128.75,47118,0.0,0.0
2021-02-23 15:00:00-05:00,13128.5,13257.25,13117.5,13189.0,89281,0.0,0.0
2021-02-23 16:00:00-05:00,13188.5,13198.5,13150.5,13157.5,15333,0.0,0.0
2021-02-23 18:00:00-05:00,13170.75,13188.5,13136.0,13169.25,0,0.0,0.0
2021-02-23 19:00:00-05:00,13169.25,13190.0,13152.75,13166.75,7613,0.0,0.0
2021-02-23 20:00:00-05:00,13167.0,13263.0,13167.0,13233.5,13764,0.0,0.0
2021-02-23 21:00:00-05:00,13233.75,13241.0,13170.5,13183.0,10293,0.0,0.0
2021-02-23 22:00:00-05:00,13183.5,13215.25,13123.25,13156.0,13293,0.0,0.0
2021-02-23 23:00:00-05:00,13157.0,13178.0,13136.25,13161.25,6956,0.0,0.0
2021-02-24 00:00:00-05:00,13158.5,13158.5,13069.0,13088.0,13738,0.0,0.0
2021-02-24 01:00:00-05:00,13088.0,13094.0,13027.25,13058.5,9883,0.0,0.0
2021-02-24 02:00:00-05:00,13061.75,13156.25,13056.5,13133.75,11194,0.0,0.0
2021-02-24 03:00:00-05:00,13134.0,13183.75,13121.25,13180.5,13789,0.0,0.0
2021-02-24 04:00:00-05:00,13181.0,13235.0,13171.0,13208.25,13394,0.0,0.0
2021-02-24 05:00:00-05:00,13209.75,13244.5,13183.75,13215.75,13103,0.0,0.0
2021-02-24 06:00:00-05:00,13216.75,13224.75,13161.5,13178.0,9927,0.0,0.0
2021-02-24 07:00:00-05:00,13176.5,13295.5,13175.25,13280.5,19663,0.0,0.0
2021-02-24 08:00:00-05:00,13280.5,13289.75,13054.75,13086.5,42972,0.0,0.0
2021-02-24 09:00:00-05:00,13086.0,13121.25,13002.0,13031.5,118533,0.0,0.0
2021-02-24 10:00:00-05:00,13031.75,13117.75,12958.25,13105.75,98666,0.0,0.0
2021-02-24 11:00:00-05:00,13105.75,13197.25,13091.0,13184.25,53871,0.0,0.0
2021-02-24 12:00:00-05:00,13183.75,13253.75,13183.75,13207.25,41329,0.0,0.0
2021-02-24 13:00:00-05:00,13207.5,13267.0,13171.25,13252.25,42807,0.0,0.0
2021-02-24 14:00:00-05:00,13252.75,13261.0,13208.25,13234.5,33927,0.0,0.0
2021-02-24 15:00:00-05:00,13234.75,13308.75,13225.25,13294.75,48629,0.0,0.0
2021-02-24 16:00:00-05:00,13295.25,13334.0,13287.5,13314.0,11676,0.0,0.0
2021-02-24 18:00:00-05:00,13304.75,13340.25,13285.0,13328.0,0,0.0,0.0
2021-02-24 19:00:00-05:00,13328.0,13334.25,13305.0,13315.0,9521,0.0,0.0
2021-02-24 20:00:00-05:00,13314.25,13324.75,13274.5,13284.0,15050,0.0,0.0
2021-02-24 21:00:00-05:00,13283.25,13316.5,13278.5,13302.75,6915,0.0,0.0
2021-02-24 22:00:00-05:00,13303.5,13324.25,13293.75,13319.25,8879,0.0,0.0
2021-02-24 23:00:00-05:00,13319.0,13337.75,13312.25,13330.25,3062,0.0,0.0
2021-02-25 00:00:00-05:00,13328.5,13347.25,13328.25,13337.5,4635,0.0,0.0
2021-02-25 01:00:00-05:00,13337.25,13353.75,13326.25,13351.25,4147,0.0,0.0
2021-02-25 02:00:00-05:00,13352.0,13352.5,13281.0,13293.25,7446,0.0,0.0
2021-02-25 03:00:00-05:00,13294.0,13301.75,13223.25,13248.0,17936,0.0,0.0
2021-02-25 04:00:00-05:00,13249.0,13249.25,13185.25,13213.25,16109,0.0,0.0
2021-02-25 05:00:00-05:00,13212.0,13254.75,13191.0,13254.5,9133,0.0,0.0
2021-02-25 06:00:00-05:00,13263.0,13267.75,13146.0,13173.5,20571,0.0,0.0
2021-02-25 07:00:00-05:00,13173.75,13207.75,13159.25,13175.75,16778,0.0,0.0
2021-02-25 08:00:00-05:00,13175.75,13223.25,13152.75,13200.75,21946,0.0,0.0
2021-02-25 09:00:00-05:00,13200.5,13290.0,13155.25,13219.75,79770,0.0,0.0
2021-02-25 10:00:00-05:00,13219.75,13222.75,13056.25,13131.75,127300,0.0,0.0
2021-02-25 11:00:00-05:00,13131.25,13168.75,12984.25,12989.25,96101,0.0,0.0
2021-02-25 12:00:00-05:00,12989.0,13016.75,12833.75,12851.25,112384,0.0,0.0
2021-02-25 13:00:00-05:00,12851.25,12962.25,12800.25,12909.0,91570,0.0,0.0
2021-02-25 14:00:00-05:00,12908.0,13020.0,12894.0,12907.75,66236,0.0,0.0
2021-02-25 15:00:00-05:00,12907.25,12926.0,12764.25,12825.0,113109,0.0,0.0
2021-02-25 16:00:00-05:00,12825.25,12880.0,12778.5,12788.0,19870,0.0,0.0
2021-02-25 18:00:00-05:00,12802.5,12848.75,12756.75,12779.0,0,0.0,0.0
2021-02-25 19:00:00-05:00,12777.75,12803.5,12703.0,12774.25,23587,0.0,0.0
2021-02-25 20:00:00-05:00,12773.75,12818.5,12743.75,12801.0,16626,0.0,0.0
2021-02-25 21:00:00-05:00,12802.75,12866.75,12790.0,12809.25,14916,0.0,0.0
2021-02-25 22:00:00-05:00,12810.75,12838.0,12765.5,12786.75,9088,0.0,0.0
2021-02-25 23:00:00-05:00,12788.0,12806.75,12723.0,12738.75,9237,0.0,0.0
2021-02-26 00:00:00-05:00,12743.0,12744.5,12662.25,12698.5,12821,0.0,0.0
2021-02-26 01:00:00-05:00,12700.0,12783.75,12693.25,12713.25,12353,0.0,0.0
2021-02-26 02:00:00-05:00,12715.25,12809.5,12680.75,12792.0,13927,0.0,0.0
2021-02-26 03:00:00-05:00,12792.5,12915.75,12752.25,12891.0,26017,0.0,0.0
2021-02-26 04:00:00-05:00,12891.5,12894.0,12834.5,12866.25,14631,0.0,0.0
2021-02-26 05:00:00-05:00,12863.75,12868.25,12786.75,12790.5,14229,0.0,0.0
2021-02-26 06:00:00-05:00,12790.5,12829.25,12717.5,12763.25,15912,0.0,0.0
2021-02-26 07:00:00-05:00,12763.75,12898.25,12763.75,12840.25,26010,0.0,0.0
2021-02-26 08:00:00-05:00,12840.75,12968.25,12801.0,12957.25,35737,0.0,0.0
2021-02-26 09:00:00-05:00,12956.5,13031.75,12858.75,12876.75,97985,0.0,0.0
2021-02-26 10:00:00-05:00,12877.25,12978.0,12753.0,12975.25,128626,0.0,0.0
2021-02-26 11:00:00-05:00,12954.75,13027.0,12895.0,13014.0,74688,0.0,0.0
2021-02-26 12:00:00-05:00,13014.5,13089.5,12974.5,12996.75,63462,0.0,0.0
2021-02-26 13:00:00-05:00,12997.0,13058.5,12938.75,12956.0,54756,0.0,0.0
2021-02-26 14:00:00-05:00,12955.25,13013.5,12912.75,12991.0,48072,0.0,0.0
2021-02-26 15:00:00-05:00,12990.5,13064.75,12897.0,12897.0,75894,0.0,0.0
2021-02-26 16:00:00-05:00,12897.25,12925.25,12856.75,12905.7998046875,26842,0.0,0.0
2021-02-28 18:00:00-05:00,12957.5,13008.0,12946.25,13004.0,10186,0.0,0.0
2021-02-28 19:00:00-05:00,13005.0,13052.25,12997.75,13049.75,9548,0.0,0.0
2021-02-28 20:00:00-05:00,13050.0,13085.5,13027.75,13069.5,10486,0.0,0.0
2021-02-28 21:00:00-05:00,13067.75,13076.75,13042.0,13044.75,5827,0.0,0.0
2021-02-28 22:00:00-05:00,13044.75,13083.0,13040.25,13051.25,6483,0.0,0.0
2021-02-28 23:00:00-05:00,13052.25,13066.75,13031.0,13040.75,5057,0.0,0.0
2021-03-01 00:00:00-05:00,13041.5,13064.5,13040.0,13057.75,4221,0.0,0.0
2021-03-01 01:00:00-05:00,13058.0,13072.75,13040.25,13062.25,4359,0.0,0.0
2021-03-01 02:00:00-05:00,13062.0,13133.0,13061.0,13113.75,11993,0.0,0.0
2021-03-01 03:00:00-05:00,13112.25,13126.0,13096.5,13112.75,10448,0.0,0.0
2021-03-01 04:00:00-05:00,13112.75,13125.25,13075.25,13095.25,10898,0.0,0.0
2021-03-01 05:00:00-05:00,13095.5,13123.25,13089.25,13096.5,7216,0.0,0.0
2021-03-01 06:00:00-05:00,13095.75,13098.75,13049.75,13065.25,9253,0.0,0.0
2021-03-01 07:00:00-05:00,13064.0,13081.5,13045.0,13066.25,8592,0.0,0.0
2021-03-01 08:00:00-05:00,13067.0,13085.25,13034.75,13073.5,20043,0.0,0.0
2021-03-01 09:00:00-05:00,13073.5,13115.25,13040.5,13101.25,78673,0.0,0.0
2021-03-01 10:00:00-05:00,13100.0,13191.25,13071.25,13179.5,83230,0.0,0.0
2021-03-01 11:00:00-05:00,13179.75,13229.5,13169.0,13221.0,48414,0.0,0.0
2021-03-01 12:00:00-05:00,13221.25,13228.75,13190.5,13204.25,32526,0.0,0.0
2021-03-01 13:00:00-05:00,13204.75,13220.75,13177.75,13208.0,29428,0.0,0.0
2021-03-01 14:00:00-05:00,13208.0,13281.0,13202.5,13271.75,32464,0.0,0.0
2021-03-01 15:00:00-05:00,13272.25,13287.0,13242.5,13274.5,54025,0.0,0.0
2021-03-01 16:00:00-05:00,13274.0,13318.0,13256.0,13314.0,12557,0.0,0.0
2021-03-01 18:00:00-05:00,13312.25,13328.25,13303.5,13318.5,0,0.0,0.0
2021-03-01 19:00:00-05:00,13318.5,13326.0,13306.5,13320.25,6314,0.0,0.0
2021-03-01 20:00:00-05:00,13320.0,13322.5,13272.25,13276.75,9726,0.0,0.0
2021-03-01 21:00:00-05:00,13276.25,13305.25,13235.5,13240.5,8681,0.0,0.0
2021-03-01 22:00:00-05:00,13240.5,13258.0,13231.0,13253.0,7196,0.0,0.0
2021-03-01 23:00:00-05:00,13253.0,13255.5,13235.0,13244.25,3172,0.0,0.0
2021-03-02 00:00:00-05:00,13239.75,13239.75,13207.0,13221.5,5878,0.0,0.0
2021-03-02 01:00:00-05:00,13220.0,13265.75,13213.25,13238.0,7216,0.0,0.0
2021-03-02 02:00:00-05:00,13238.5,13249.0,13188.0,13190.5,9038,0.0,0.0
2021-03-02 03:00:00-05:00,13190.25,13235.25,13166.25,13173.0,15386,0.0,0.0
2021-03-02 04:00:00-05:00,13173.25,13218.0,13161.75,13198.25,11932,0.0,0.0
2021-03-02 05:00:00-05:00,13198.5,13237.25,13184.0,13228.0,8449,0.0,0.0
2021-03-02 06:00:00-05:00,13227.5,13246.5,13219.25,13229.5,6810,0.0,0.0
2021-03-02 07:00:00-05:00,13230.25,13275.5,13228.75,13274.25,8637,0.0,0.0
2021-03-02 08:00:00-05:00,13274.25,13282.0,13233.25,13261.75,14069,0.0,0.0
2021-03-02 09:00:00-05:00,13262.0,13303.0,13179.25,13219.25,77309,0.0,0.0
2021-03-02 10:00:00-05:00,13219.25,13248.5,13133.0,13183.75,87486,0.0,0.0
2021-03-02 11:00:00-05:00,13162.25,13200.75,13098.25,13139.25,72484,0.0,0.0
2021-03-02 12:00:00-05:00,13139.25,13194.0,13121.5,13167.25,42390,0.0,0.0
2021-03-02 13:00:00-05:00,13168.0,13212.25,13162.75,13186.0,35244,0.0,0.0
2021-03-02 14:00:00-05:00,13185.5,13206.25,13129.75,13166.75,43023,0.0,0.0
2021-03-02 15:00:00-05:00,13166.5,13186.25,13048.25,13058.0,62040,0.0,0.0
2021-03-02 16:00:00-05:00,13058.25,13083.0,13048.25,13054.75,11190,0.0,0.0
2021-03-02 18:00:00-05:00,13061.25,13105.25,13056.5,13094.25,0,0.0,0.0
2021-03-02 19:00:00-05:00,13094.75,13127.5,13087.5,13116.0,8832,0.0,0.0
2021-03-02 20:00:00-05:00,13115.75,13116.25,13066.75,13094.0,10660,0.0,0.0
2021-03-02 21:00:00-05:00,13094.25,13129.0,13088.75,13125.0,5171,0.0,0.0
2021-03-02 22:00:00-05:00,13124.5,13140.5,13124.25,13134.75,4546,0.0,0.0
2021-03-02 23:00:00-05:00,13134.5,13144.0,13131.75,13138.75,2938,0.0,0.0
2021-03-03 00:00:00-05:00,13139.0,13151.0,13125.0,13146.25,4442,0.0,0.0
2021-03-03 01:00:00-05:00,13146.25,13161.5,13128.0,13146.0,4773,0.0,0.0
2021-03-03 02:00:00-05:00,13147.25,13180.0,13135.0,13170.75,6053,0.0,0.0
2021-03-03 03:00:00-05:00,13169.75,13191.75,13157.0,13157.25,8889,0.0,0.0
2021-03-03 04:00:00-05:00,13157.5,13182.25,13140.0,13151.5,10831,0.0,0.0
2021-03-03 05:00:00-05:00,13151.0,13157.25,13124.5,13151.25,6382,0.0,0.0
2021-03-03 06:00:00-05:00,13152.0,13157.0,13131.25,13148.75,6453,0.0,0.0
2021-03-03 07:00:00-05:00,13148.25,13154.25,13103.25,13116.25,12269,0.0,0.0
2021-03-03 08:00:00-05:00,13117.0,13125.0,12971.0,13000.0,37687,0.0,0.0
2021-03-03 09:00:00-05:00,12999.5,13052.0,12892.75,12905.0,95727,0.0,0.0
2021-03-03 10:00:00-05:00,12904.25,12922.5,12821.25,12909.25,124682,0.0,0.0
2021-03-03 11:00:00-05:00,12907.5,12970.0,12890.75,12892.25,69474,0.0,0.0
2021-03-03 12:00:00-05:00,12893.0,12906.75,12814.0,12815.75,51983,0.0,0.0
2021-03-03 13:00:00-05:00,12815.5,12869.0,12754.5,12771.0,66553,0.0,0.0
2021-03-03 14:00:00-05:00,12770.75,12774.5,12675.25,12762.0,92576,0.0,0.0
2021-03-03 15:00:00-05:00,12762.0,12774.75,12676.75,12680.25,90752,0.0,0.0
2021-03-03 16:00:00-05:00,12680.5,12697.75,12663.25,12677.5,16522,0.0,0.0
2021-03-03 18:00:00-05:00,12682.0,12698.0,12587.5,12594.0,0,0.0,0.0
2021-03-03 19:00:00-05:00,12592.75,12650.0,12583.5,12643.5,11055,0.0,0.0
2021-03-03 20:00:00-05:00,12645.25,12649.5,12609.0,12647.75,9238,0.0,0.0
2021-03-03 21:00:00-05:00,12648.0,12666.0,12579.0,12601.75,11723,0.0,0.0
2021-03-03 22:00:00-05:00,12601.0,12611.75,12541.25,12543.0,9262,0.0,0.0
2021-03-03 23:00:00-05:00,12542.75,12579.25,12511.25,12574.0,11682,0.0,0.0
2021-03-04 00:00:00-05:00,12571.25,12599.25,12563.25,12575.25,7877,0.0,0.0
2021-03-04 01:00:00-05:00,12575.75,12625.0,12566.5,12621.5,9984,0.0,0.0
2021-03-04 02:00:00-05:00,12621.25,12674.5,12613.0,12664.25,12446,0.0,0.0
2021-03-04 03:00:00-05:00,12665.0,12708.75,12642.0,12650.25,19997,0.0,0.0
2021-03-04 04:00:00-05:00,12651.0,12681.25,12582.0,12618.0,18093,0.0,0.0
2021-03-04 05:00:00-05:00,12617.0,12633.5,12561.0,12591.5,15709,0.0,0.0
2021-03-04 06:00:00-05:00,12592.5,12648.25,12554.0,12636.5,14386,0.0,0.0
2021-03-04 07:00:00-05:00,12636.5,12668.0,12621.5,12657.0,16089,0.0,0.0
2021-03-04 08:00:00-05:00,12656.75,12707.25,12633.25,12672.0,24078,0.0,0.0
2021-03-04 09:00:00-05:00,12672.75,12765.0,12568.25,12589.0,106439,0.0,0.0
2021-03-04 10:00:00-05:00,12589.25,12756.5,12508.75,12744.75,153187,0.0,0.0
2021-03-04 11:00:00-05:00,12729.75,12796.75,12676.0,12740.0,98132,0.0,0.0
2021-03-04 12:00:00-05:00,12740.5,12783.25,12444.25,12483.25,154182,0.0,0.0
2021-03-04 13:00:00-05:00,12484.0,12521.0,12306.75,12310.0,125304,0.0,0.0
