Datetime,Open,High,Low,Close,Return,MA_8,MA_21,MA_30,MA_50,MA_100,MA_200,Derivada_8,Derivada_21,Derivada_30,Derivada_50,Derivada_100,Derivada_200,ATR
2021-02-16 00:00:00-05:00,13897.75,13900.5,13872.25,13884.25,,,,,,,,,,,,,,
2021-02-16 01:00:00-05:00,13884.0,13889.0,13877.75,13882.5,-0.0001260420980607746,,,,,,,,,,,,,
2021-02-16 02:00:00-05:00,13883.25,13886.0,13860.5,13866.75,-0.0011345218800647983,,,,,,,,,,,,,
2021-02-16 03:00:00-05:00,13866.75,13870.0,13854.5,13864.25,-0.00018028737808062356,,,,,,,,,,,,,
2021-02-16 04:00:00-05:00,13864.0,13865.5,13846.0,13861.0,-0.00023441585372452334,,,,,,,,,,,,,
2021-02-16 05:00:00-05:00,13861.0,13872.0,13858.25,13869.5,0.0006132313685880408,,,,,,,,,,,,,
2021-02-16 06:00:00-05:00,13869.0,13880.25,13855.0,13875.75,0.00045062907819315434,,,,,,,,,,,,,
2021-02-16 07:00:00-05:00,13875.75,13881.25,13867.75,13877.25,0.000108102264742449,13872.65625,,,,,,,,,,,,
2021-02-16 08:00:00-05:00,13877.5,13879.75,13848.25,13851.75,-0.0018375398584012936,13868.59375,,,,,,-4.0625,,,,,,
2021-02-16 09:00:00-05:00,13852.0,13868.5,13811.5,13853.0,9.02413052501494e-05,13864.90625,,,,,,-3.6875,,,,,,
2021-02-16 10:00:00-05:00,13852.75,13875.5,13813.5,13833.5,-0.0014076373348732574,13860.75,,,,,,-4.15625,,,,,,
2021-02-16 11:00:00-05:00,13833.25,13838.5,13744.25,13750.25,-0.006017999783135108,13846.5,,,,,,-14.25,,,,,,
2021-02-16 12:00:00-05:00,13749.75,13791.5,13716.0,13789.75,0.002872675042272066,13837.59375,,,,,,-8.90625,,,,,,
2021-02-16 13:00:00-05:00,13789.0,13803.25,13753.0,13754.75,-0.0025381170797149633,13823.25,,,,,,-14.34375,,,,,,37.357142857142854
2021-02-16 14:00:00-05:00,13754.25,13797.5,13754.25,13773.75,0.0013813409912939445,13810.5,,,,,,-12.75,,,,,,38.42857142857143
2021-02-16 15:00:00-05:00,13773.75,13786.5,13746.25,13764.25,-0.0006897177602323001,13796.375,,,,,,-14.125,,,,,,40.5
2021-02-16 16:00:00-05:00,13764.75,13770.25,13745.5,13755.25,-0.0006538678097244288,13784.3125,,,,,,-12.0625,,,,,,40.44642857142857
2021-02-16 18:00:00-05:00,13758.25,13765.75,13725.0,13731.5,-0.0017266134748550321,13769.125,,,,,,-15.1875,,,,,,42.25
2021-02-16 19:00:00-05:00,13731.5,13733.5,13704.75,13717.5,-0.0010195535811819978,13754.625,,,,,,-14.5,,,,,,42.910714285714285
2021-02-16 20:00:00-05:00,13717.25,13726.75,13694.0,13725.0,0.0005467468562054822,13751.46875,,,,,,-3.15625,,,,,,44.267857142857146
2021-02-16 21:00:00-05:00,13724.5,13759.75,13719.25,13755.75,0.002240437158469888,13747.21875,13811.297619047618,,,,,-4.25,,,,,,45.357142857142854
2021-02-16 22:00:00-05:00,13755.75,13772.0,13747.75,13765.25,0.0006906202860621491,13748.53125,13805.630952380952,,,,,1.3125,-5.66666666666606,,,,,46.125
2021-02-16 23:00:00-05:00,13765.25,13765.5,13755.25,13755.5,-0.0007083053340840584,13746.25,13799.583333333334,,,,,-2.28125,-6.047619047618355,,,,,44.607142857142854
2021-02-17 00:00:00-05:00,13755.0,13771.0,13755.0,13757.75,0.0001635709352623138,13745.4375,13794.392857142857,,,,,-0.8125,-5.190476190477057,,,,,41.67857142857143
2021-02-17 01:00:00-05:00,13758.25,13776.0,13755.5,13771.5,0.0009994366811434396,13747.46875,13789.97619047619,,,,,2.03125,-4.41666666666606,,,,,38.714285714285715
2021-02-17 02:00:00-05:00,13772.25,13774.75,13752.0,13756.75,-0.0010710525360345668,13750.625,13785.011904761905,,,,,3.15625,-4.964285714286234,,,,,33.607142857142854
2021-02-17 03:00:00-05:00,13756.5,13785.0,13728.75,13778.75,0.001599214930852133,13758.28125,13780.690476190477,,,,,7.65625,-4.321428571427532,,,,,32.232142857142854
2021-02-17 04:00:00-05:00,13778.75,13780.75,13733.0,13742.0,-0.0026671505034926435,13760.40625,13774.32142857143,,,,,2.125,-6.369047619047706,,,,,32.05357142857143
2021-02-17 05:00:00-05:00,13742.25,13750.75,13734.25,13740.0,-0.00014553922282056764,13758.4375,13767.785714285714,,,,,-1.96875,-6.535714285715585,,,,,30.142857142857142
2021-02-17 06:00:00-05:00,13740.0,13748.75,13732.0,13746.25,0.00045487627365359273,13756.0625,13762.761904761905,13795.033333333333,,,,-2.375,-5.023809523809177,,,,,28.464285714285715
2021-02-17 07:00:00-05:00,13746.25,13759.25,13734.0,13749.25,0.00021824133854697614,13755.28125,13757.82142857143,13790.533333333333,,,,-0.78125,-4.940476190475238,-4.5,,,,28.5
2021-02-17 08:00:00-05:00,13748.5,13751.25,13659.75,13677.5,-0.005218466461807014,13745.25,13750.392857142857,13783.7,,,,-10.03125,-7.428571428572468,-6.833333333332121,,,,32.125
2021-02-17 09:00:00-05:00,13676.5,13692.5,13610.75,13671.0,-0.0004752330469749433,13732.6875,13746.619047619048,13777.175,,,,-12.5625,-3.7738095238091773,-6.525000000001455,,,,35.910714285714285
2021-02-17 10:00:00-05:00,13671.25,13687.75,13577.75,13651.75,-0.0014080901177675464,13719.5625,13740.047619047618,13770.091666666667,,,,-13.125,-6.571428571429351,-7.083333333332121,,,,41.42857142857143
2021-02-17 11:00:00-05:00,13651.5,13657.25,13543.0,13599.0,-0.0038639734832530692,13697.09375,13732.630952380952,13761.358333333334,,,,-22.46875,-7.41666666666606,-8.733333333333576,,,,46.69642857142857
2021-02-17 12:00:00-05:00,13599.25,13648.5,13591.5,13635.0,0.002647253474520106,13683.71875,13726.02380952381,13753.541666666666,,,,-13.375,-6.607142857143117,-7.8166666666675155,,,,49.035714285714285
2021-02-17 13:00:00-05:00,13634.25,13671.25,13629.0,13653.75,0.001375137513751401,13672.9375,13720.761904761905,13746.141666666666,,,,-10.78125,-5.261904761904589,-7.399999999999636,,,,51.32142857142857
2021-02-17 14:00:00-05:00,13654.5,13689.5,13638.75,13658.75,0.00036619976197016513,13662.0,13716.166666666666,13738.858333333334,,,,-10.9375,-4.595238095238528,-7.283333333332848,,,,53.80357142857143
2021-02-17 15:00:00-05:00,13659.25,13710.5,13657.25,13699.5,0.002983435526677125,13655.78125,13714.642857142857,13733.783333333333,,,,-6.21875,-1.5238095238091773,-5.075000000000728,,,,56.142857142857146
2021-02-17 16:00:00-05:00,13699.5,13700.25,13689.5,13699.25,-1.8248841198609256e-05,13658.5,13713.77380952381,13728.658333333333,,,,2.71875,-0.8690476190477057,-5.125,,,,55.285714285714285
2021-02-17 18:00:00-05:00,13699.5,13709.5,13682.0,13703.0,0.00027373761337301517,13662.5,13712.72619047619,13724.308333333332,,,,4.0,-1.0476190476183547,-4.350000000000364,,,,53.232142857142854
2021-02-17 19:00:00-05:00,13703.75,13723.25,13701.25,13715.0,0.0008757206451142086,13670.40625,13710.785714285714,13723.133333333333,,,,7.90625,-1.9404761904770567,-1.1749999999992724,,,,51.392857142857146
