Datetime,Open,High,Low,Close,Return,MA_8,MA_21,MA_30,MA_50,MA_100,MA_200,Derivada_8,Derivada_21,Derivada_30,Derivada_50,Derivada_100,Derivada_200,ATR
2021-02-16 00:00:00-05:00,13897.75,13900.5,13872.25,13884.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 01:00:00-05:00,13884.0,13889.0,13877.75,13882.5,-0.0001260420980607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 02:00:00-05:00,13883.25,13886.0,13860.5,13866.75,-0.0011345218800647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 03:00:00-05:00,13866.75,13870.0,13854.5,13864.25,-0.0001802873780806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 04:00:00-05:00,13864.0,13865.5,13846.0,13861.0,-0.0002344158537245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 05:00:00-05:00,13861.0,13872.0,13858.25,13869.5,0.000613231368588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 06:00:00-05:00,13869.0,13880.25,13855.0,13875.75,0.0004506290781931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 07:00:00-05:00,13875.75,13881.25,13867.75,13877.25,0.0001081022647424,13872.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 08:00:00-05:00,13877.5,13879.75,13848.25,13851.75,-0.0018375398584012,13868.59375,0.0,0.0,0.0,0.0,0.0,-4.0625,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 09:00:00-05:00,13852.0,13868.5,13811.5,13853.0,9.02413052501494e-05,13864.90625,0.0,0.0,0.0,0.0,0.0,-3.6875,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 10:00:00-05:00,13852.75,13875.5,13813.5,13833.5,-0.0014076373348732,13860.75,0.0,0.0,0.0,0.0,0.0,-4.15625,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 11:00:00-05:00,13833.25,13838.5,13744.25,13750.25,-0.0060179997831351,13846.5,0.0,0.0,0.0,0.0,0.0,-14.25,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 12:00:00-05:00,13749.75,13791.5,13716.0,13789.75,0.002872675042272,13837.59375,0.0,0.0,0.0,0.0,0.0,-8.90625,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16 13:00:00-05:00,13789.0,13803.25,13753.0,13754.75,-0.0025381170797149,13823.25,0.0,0.0,0.0,0.0,0.0,-14.34375,0.0,0.0,0.0,0.0,0.0,37.35714285714285
2021-02-16 14:00:00-05:00,13754.25,13797.5,13754.25,13773.75,0.0013813409912939,13810.5,0.0,0.0,0.0,0.0,0.0,-12.75,0.0,0.0,0.0,0.0,0.0,38.42857142857143
2021-02-16 15:00:00-05:00,13773.75,13786.5,13746.25,13764.25,-0.0006897177602323,13796.375,0.0,0.0,0.0,0.0,0.0,-14.125,0.0,0.0,0.0,0.0,0.0,40.5
2021-02-16 16:00:00-05:00,13764.75,13770.25,13745.5,13755.25,-0.0006538678097244,13784.3125,0.0,0.0,0.0,0.0,0.0,-12.0625,0.0,0.0,0.0,0.0,0.0,40.44642857142857
2021-02-16 18:00:00-05:00,13758.25,13765.75,13725.0,13731.5,-0.001726613474855,13769.125,0.0,0.0,0.0,0.0,0.0,-15.1875,0.0,0.0,0.0,0.0,0.0,42.25
2021-02-16 19:00:00-05:00,13731.5,13733.5,13704.75,13717.5,-0.0010195535811819,13754.625,0.0,0.0,0.0,0.0,0.0,-14.5,0.0,0.0,0.0,0.0,0.0,42.910714285714285
2021-02-16 20:00:00-05:00,13717.25,13726.75,13694.0,13725.0,0.0005467468562054,13751.46875,0.0,0.0,0.0,0.0,0.0,-3.15625,0.0,0.0,0.0,0.0,0.0,44.267857142857146
2021-02-16 21:00:00-05:00,13724.5,13759.75,13719.25,13755.75,0.0022404371584698,13747.21875,13811.297619047618,0.0,0.0,0.0,0.0,-4.25,0.0,0.0,0.0,0.0,0.0,45.35714285714285
2021-02-16 22:00:00-05:00,13755.75,13772.0,13747.75,13765.25,0.0006906202860621,13748.53125,13805.630952380952,0.0,0.0,0.0,0.0,1.3125,-5.66666666666606,0.0,0.0,0.0,0.0,46.125
